user_encoded,course_encoded,rating
5548,1093,4.2
11493,79,4.7
18274,683,4.2
34898,304,2.8
4235,129,3.8
15001,1162,3.5
32854,16,3.8
10130,1144,4.1
24712,1010,3.4
13561,1123,4.8
40843,343,4.4
5555,314,4.1
21647,557,3.8
20,1024,4.6
12693,1057,4.0
40928,666,4.5
37067,461,4.3
8320,916,4.9
945,497,4.5
20102,685,4.8
2256,18,4.1
35752,211,3.9
35027,913,2.6
17104,622,4.9
34784,170,4.6
9315,658,3.3
15327,1150,4.2
5515,801,4.9
3888,557,4.9
42503,1152,3.8
7217,118,4.0
39301,924,3.3
32098,102,3.2
12992,1126,4.5
17225,703,4.5
12444,923,4.8
11306,866,4.8
35287,577,3.2
13379,572,4.5
32733,680,2.7
7590,320,3.5
10612,1010,4.3
1868,886,3.5
9775,151,5.0
22224,947,4.3
18678,82,4.9
15184,1075,4.5
26123,526,3.2
30150,121,4.5
2870,415,3.8
16270,226,3.7
35948,508,4.7
32004,2,3.9
17046,323,4.6
29919,1130,4.5
26834,799,4.6
14278,652,2.8
43045,662,3.6
5093,633,3.2
35241,966,5.0
3495,41,3.1
37359,587,4.2
7442,46,4.5
36634,143,4.5
7009,267,2.6
27376,602,4.2
29007,76,3.6
9970,367,4.7
34273,517,3.5
4400,687,4.7
23653,985,4.1
41452,830,2.9
11579,614,4.1
20089,679,3.8
9653,1052,4.2
37915,1127,4.4
36468,865,2.8
35563,693,5.0
3161,447,4.2
21342,277,4.2
36854,445,3.6
15881,484,4.3
32619,124,4.8
21011,475,4.1
13293,384,4.4
41695,793,3.6
8331,1137,4.6
21267,202,3.5
35797,1161,4.3
35652,165,5.0
11980,132,3.6
14432,1180,3.7
42342,69,4.3
2632,742,3.8
19922,430,4.7
8135,553,5.0
13510,223,4.0
30335,358,5.0
1313,707,3.4
32107,530,4.7
13817,25,3.4
32655,1164,4.3
5465,533,4.2
35622,136,4.2
41895,339,3.9
7833,314,3.6
29592,575,4.1
41133,995,3.6
8309,617,4.5
21245,423,3.5
5504,616,3.3
19343,555,4.0
31014,808,3.8
33785,8,4.6
11820,742,4.5
16114,102,3.9
35736,459,4.1
31577,139,5.0
11974,141,5.0
42571,986,3.9
13297,769,3.1
12357,1078,3.0
42496,1002,3.6
19755,720,5.0
35533,754,4.3
6527,1039,2.4
781,364,4.4
38391,34,4.6
36930,138,4.0
30777,1142,5.0
15210,1067,4.6
29467,842,4.0
28949,397,3.7
18607,3,4.0
32471,862,4.6
25122,196,3.9
32235,12,3.0
30086,1166,2.2
27693,681,4.0
20833,246,3.7
42867,1006,4.5
24855,583,5.0
17431,7,4.6
7432,466,3.4
18894,790,5.0
3877,156,4.7
456,770,3.9
25095,106,3.3
30941,601,5.0
31352,740,5.0
41093,83,4.6
28963,761,5.0
573,214,4.6
21586,94,3.9
36212,684,4.2
5390,952,5.0
24623,1072,2.7
7203,365,3.8
39962,172,4.0
32914,292,4.6
22096,113,4.7
7385,165,4.9
13445,1090,3.9
4637,98,3.2
11649,701,4.2
268,96,3.0
18921,870,4.7
4034,388,4.6
6213,829,5.0
6829,622,5.0
15426,723,3.5
20976,302,5.0
38222,1049,5.0
28704,874,4.0
11124,575,4.4
5973,572,4.4
42185,611,4.4
16470,1027,4.3
35341,753,2.7
37701,49,3.4
3908,599,5.0
21920,425,4.1
5238,287,3.0
34272,81,4.0
29004,199,4.0
22035,475,2.6
17665,826,2.4
24719,672,5.0
21453,161,3.4
1384,274,4.3
30537,553,3.6
2849,1069,4.1
34603,170,4.4
19159,165,4.0
20856,736,4.9
442,1130,2.4
40896,803,3.4
32732,592,3.5
14352,254,4.6
17727,533,3.9
27500,664,3.0
7594,321,2.6
31359,607,3.6
7898,475,4.0
1474,40,2.6
15977,352,2.4
40226,1054,4.7
29819,1188,4.2
7319,840,3.7
10570,959,2.8
9016,503,2.8
17913,1061,3.5
26321,24,5.0
30780,793,3.9
13507,967,5.0
9548,187,4.9
24282,664,4.1
6512,447,3.7
15031,391,3.1
16733,235,3.9
7489,787,4.6
4177,236,2.4
23854,169,4.2
34162,1176,4.4
7956,271,4.2
37723,634,4.3
37049,1033,2.9
25066,992,4.4
32301,832,3.6
32597,299,5.0
32701,457,5.0
27377,1132,3.8
16665,54,4.8
6198,785,4.0
41637,291,4.1
18722,362,4.3
36821,610,2.7
13632,1175,4.4
28383,1196,3.4
26785,96,5.0
5399,990,4.1
5679,391,2.4
30443,306,4.1
14798,37,4.5
43165,962,4.3
23396,684,4.0
22426,90,4.3
25003,1198,4.0
12338,208,2.6
40925,362,4.9
10242,667,4.8
38145,1040,3.8
37878,657,3.6
6398,638,4.0
27548,610,5.0
14748,156,5.0
20702,247,3.6
3774,898,3.0
23203,325,2.7
29727,1089,2.6
12728,669,3.1
25557,655,4.0
17739,748,4.4
19983,685,3.5
34423,292,4.6
27147,1124,4.4
30608,683,2.9
26763,46,4.5
38102,1123,4.3
1627,572,4.2
34358,10,4.6
41448,63,3.5
26269,548,4.0
26318,503,3.4
15716,370,5.0
13367,1041,3.8
2504,966,3.4
26504,664,4.6
27956,666,4.6
7987,180,4.0
34970,284,2.8
18701,819,3.8
23357,987,3.7
31903,498,3.9
4277,575,5.0
23848,369,5.0
28218,364,3.6
38487,650,2.4
40045,946,3.6
18753,177,5.0
8054,839,4.9
21792,583,4.8
15917,726,4.0
845,232,4.2
1680,743,4.3
34672,1192,4.7
27094,393,5.0
22534,542,3.9
25272,185,4.0
40475,767,4.3
749,22,3.1
32122,181,3.8
41687,121,3.0
25141,122,3.2
24511,720,4.9
19585,410,3.0
15844,1013,3.2
11428,1081,4.0
29291,43,3.8
28207,787,3.7
18657,7,5.0
13084,770,5.0
22495,663,4.2
5501,442,3.9
7081,1006,4.7
43109,1154,2.6
22035,330,4.2
33078,268,4.4
35057,535,3.8
4622,1077,3.8
29178,496,3.4
7100,1150,3.5
2407,463,2.5
31459,420,4.1
38114,460,4.1
12982,866,3.6
23763,879,3.5
40717,263,3.9
33751,256,2.7
21543,160,3.9
37756,568,4.7
25417,212,3.5
13810,484,3.9
12278,58,3.8
38785,830,3.0
38966,331,3.2
20693,242,2.8
21209,48,4.5
15168,708,4.7
17494,1013,2.6
11268,669,4.1
39260,926,3.6
35704,529,2.4
33555,76,4.0
28807,703,4.3
15946,95,4.9
7995,225,5.0
186,1138,3.9
15646,509,3.6
16485,554,3.0
37425,951,4.9
16982,908,3.1
13037,578,4.9
4438,101,3.9
36306,880,3.2
15306,932,4.3
27848,268,4.9
11750,1011,5.0
5868,640,3.7
41084,490,3.7
36996,802,3.3
26307,548,2.6
12074,455,3.6
37259,657,3.5
39340,768,3.8
42879,660,4.5
24896,262,2.5
22587,787,3.7
14943,336,3.9
14679,532,4.4
8325,718,2.8
38324,457,4.5
24165,649,5.0
42699,1159,3.5
22688,79,4.0
8796,169,3.7
20592,655,3.8
27256,531,4.3
340,830,5.0
1399,583,2.9
35354,88,3.7
3557,911,3.5
36437,43,3.1
33161,906,3.9
30059,125,3.3
18986,898,3.6
21476,716,3.6
18609,996,2.4
4977,1042,4.4
35902,889,4.3
15895,745,2.1
4217,28,3.9
37071,217,4.1
12621,997,2.5
16567,337,4.6
9224,264,3.8
19531,1009,5.0
15614,603,3.7
38991,1175,4.0
38646,1111,2.0
9957,532,3.4
13037,892,4.4
8475,367,4.4
31944,713,5.0
34584,556,4.2
35142,86,3.6
3295,879,5.0
5528,113,4.0
9159,1174,3.9
32563,130,3.9
515,469,3.3
12416,356,3.7
30608,892,2.6
38953,177,3.5
19679,986,4.1
27664,73,4.2
4181,1131,5.0
32455,650,4.3
31252,596,3.2
12802,638,4.6
22676,767,4.5
29145,819,3.3
15764,1032,3.6
30085,356,3.8
20787,241,3.8
89,728,3.9
35842,1027,4.1
13024,680,3.1
28482,172,2.8
15051,738,2.5
30776,1054,4.4
21615,904,4.0
26934,156,4.8
40828,1070,3.7
18030,622,4.3
6262,1057,3.2
477,1050,1.9
41704,493,4.4
7310,239,4.2
15137,354,4.8
42891,175,3.4
8391,1192,3.5
35564,266,3.5
11209,249,4.6
15855,711,3.6
34666,598,5.0
33359,850,4.0
21488,532,3.8
37466,170,3.4
6948,208,5.0
1132,182,3.9
20352,977,4.9
33661,1147,4.5
5673,221,3.6
23791,365,2.2
13452,660,4.1
31466,285,3.5
37246,130,4.3
37347,1195,4.0
28702,560,3.1
23164,1141,4.0
27258,884,3.9
19400,169,3.4
26805,541,3.7
14449,418,3.8
24695,710,5.0
3304,658,5.0
17103,535,3.8
9040,865,4.1
28425,502,3.7
29932,1175,4.7
38773,112,4.3
13743,625,3.6
39172,575,2.9
37064,902,5.0
41403,944,4.6
35961,350,3.7
18288,568,4.1
25570,734,2.2
20990,307,4.6
20783,327,4.0
34758,33,4.8
30402,37,4.6
34461,592,3.6
19204,926,3.0
26413,521,3.7
38577,499,4.5
6419,187,5.0
14771,1091,5.0
40040,382,3.6
6129,1059,3.4
8473,299,3.6
32061,766,3.6
35258,798,3.9
8146,407,2.3
18089,1123,3.8
21120,838,2.4
28630,104,4.3
13222,940,3.7
13626,232,4.2
12398,97,3.8
42105,834,3.7
23700,827,5.0
41902,213,4.8
38039,496,2.8
18617,322,4.4
29736,372,3.5
21999,229,4.0
36159,1107,4.6
20523,71,4.0
13143,64,3.8
6475,863,3.6
34715,619,4.3
30639,380,4.2
5942,38,5.0
15776,36,5.0
11895,300,4.3
30497,775,4.7
29928,1129,3.8
25550,881,4.2
37205,1006,3.9
16886,957,3.5
27943,859,2.7
3160,1039,3.7
20599,683,3.6
3130,244,4.0
8976,610,4.4
8715,1060,3.0
20856,1019,4.7
21503,110,2.8
21198,1174,3.7
4153,958,4.6
24800,328,5.0
6305,961,4.8
40964,207,4.1
8006,334,5.0
41185,991,3.9
14704,639,4.3
22309,1059,3.9
40933,50,4.3
16,952,2.3
7149,1058,4.6
25662,951,3.4
33940,790,5.0
5125,736,4.2
2305,926,4.4
13428,73,4.4
5393,799,5.0
41792,407,4.3
36512,173,4.8
4256,332,3.8
40993,1178,4.4
31619,1051,3.9
329,427,3.4
23726,1069,3.5
20255,383,5.0
6128,827,4.7
4922,772,4.6
7185,766,3.3
30650,982,2.7
34097,725,5.0
21671,523,3.8
32556,1174,3.6
39640,236,3.5
32064,958,2.5
19501,1046,5.0
36938,326,4.6
7149,274,3.2
33938,138,3.5
29541,983,4.6
38160,263,4.1
26552,622,3.2
6354,498,3.1
3790,184,3.9
3040,868,3.9
31777,568,3.4
25016,398,5.0
8082,697,3.2
36108,337,4.9
31707,910,3.6
20528,406,5.0
21399,493,4.5
12078,764,3.0
31158,752,4.9
103,1099,5.0
43090,1018,5.0
15153,580,5.0
34743,248,4.2
2031,313,4.4
26160,1155,4.8
39716,970,4.5
18857,222,4.3
35557,543,4.6
15392,678,4.4
7294,854,4.4
24229,1110,4.3
8394,580,3.2
20275,707,4.0
18130,503,3.5
20705,529,3.9
26013,674,4.3
37058,523,4.8
11163,471,4.3
16842,699,3.4
42759,901,3.6
3898,142,3.7
20422,490,3.7
32035,414,3.6
24107,1122,3.8
26183,456,4.7
32457,199,4.5
25910,704,4.6
15009,286,5.0
24607,700,4.5
10509,82,3.9
25413,595,4.8
6167,474,4.6
34710,1120,4.9
27608,0,4.0
3287,59,4.1
18502,260,3.2
24048,315,4.6
30844,58,4.7
29224,1132,4.9
13753,384,3.2
28052,1078,4.1
14382,899,4.1
14017,559,4.9
21634,543,3.8
2618,379,4.0
9011,300,5.0
38772,1155,3.8
18157,474,4.3
2172,12,5.0
24855,517,3.5
24964,397,3.3
8631,548,4.1
29565,960,4.8
14519,6,3.9
3889,467,4.2
17420,382,4.3
30557,985,4.0
23000,408,3.9
32499,640,3.3
26370,761,4.8
6629,519,3.5
2250,1036,4.0
34976,355,3.8
8738,839,3.6
15060,205,4.2
26576,39,3.8
5880,319,4.5
15720,458,3.4
22711,1174,4.6
32528,1009,4.1
13617,232,4.2
13654,82,3.4
8118,649,4.3
31920,914,5.0
38071,1165,3.6
8176,925,4.0
20192,103,3.2
33934,920,4.0
39786,773,3.5
20403,1076,3.6
3185,676,3.2
24709,805,5.0
39324,259,3.1
28258,718,2.4
39127,65,3.9
10701,205,2.9
4584,250,4.2
4640,889,3.6
8177,440,4.5
25147,231,3.4
28015,1003,4.6
11643,640,5.0
27471,587,3.7
21955,901,5.0
14628,716,4.3
13590,1030,3.9
32331,439,5.0
3556,133,5.0
35968,317,3.6
24486,1135,5.0
34395,1014,5.0
17759,784,3.8
23374,179,2.6
2286,356,2.8
8061,1177,4.6
22783,943,3.8
21359,334,3.6
15618,752,3.3
25015,559,3.9
8637,1114,5.0
7789,320,4.2
10030,1132,4.0
9271,274,3.6
35678,1073,4.5
23812,793,3.0
10622,107,3.5
29023,1020,4.2
23489,346,4.2
22554,604,4.7
31674,733,3.3
31048,311,4.2
8526,1147,3.3
15000,1089,3.9
43116,885,3.4
40016,685,5.0
28383,259,5.0
15257,985,4.6
42167,1192,4.5
20301,301,2.4
26392,688,5.0
4178,953,3.2
14073,1030,4.2
1231,242,2.9
23891,918,3.6
21594,739,3.7
6624,963,3.1
39750,264,2.9
32009,1196,5.0
8007,985,4.4
28243,1096,3.9
23655,745,2.8
9121,37,3.5
34954,930,4.0
2666,496,3.0
43067,52,5.0
3578,958,4.6
7491,788,4.4
9070,550,3.9
24033,398,4.0
8508,808,4.1
4778,1198,3.6
40418,962,3.7
41422,848,2.4
36609,826,3.6
16063,789,3.8
31724,160,2.7
11718,1046,4.2
37931,10,3.4
26196,829,3.8
32861,291,4.0
4127,1137,5.0
21715,640,2.9
24449,403,4.4
40628,297,3.1
21293,349,5.0
42778,409,3.5
31598,530,2.7
27397,433,4.5
3538,940,4.6
21364,289,4.4
6034,509,3.8
5899,562,4.1
14222,1080,4.3
30453,502,4.0
12503,1196,4.1
20074,504,4.2
38109,58,5.0
4585,538,5.0
32972,857,4.0
4030,1144,4.1
36110,226,3.7
25918,778,2.8
41404,1050,3.8
18717,826,4.4
12221,651,4.0
37526,48,3.9
12723,946,3.7
374,634,3.6
2601,594,4.4
9900,901,4.4
37917,883,4.9
33728,527,5.0
1063,901,3.7
5651,1081,4.5
17085,895,3.7
31979,739,2.8
2572,1103,2.9
6044,1145,5.0
16786,919,4.7
34012,56,3.6
21790,724,5.0
23104,333,3.8
29381,1018,4.1
23676,934,3.6
26943,1124,3.4
40799,420,3.9
6974,19,4.2
40318,1023,4.3
6126,703,4.7
11158,878,4.0
26096,562,5.0
3774,317,2.9
17559,903,4.4
3877,718,3.6
12709,395,4.2
25712,1174,4.3
14249,695,4.0
1735,418,3.8
17211,526,4.4
32533,1133,4.0
32976,603,4.9
30850,581,3.1
16547,565,5.0
25698,784,5.0
3238,442,4.1
21600,1075,3.9
13649,567,4.0
1309,1054,3.0
18112,14,4.4
38545,1115,3.4
4352,439,3.6
29086,893,4.3
17722,262,5.0
8704,502,5.0
8911,270,2.7
13952,38,3.9
39114,832,3.9
19248,1156,4.3
30196,267,4.1
39480,529,4.0
25785,841,4.9
4020,962,1.9
12725,397,4.4
410,363,4.7
28451,1087,2.1
11809,265,3.3
22445,706,5.0
5574,285,5.0
35710,607,3.9
16135,961,4.0
29392,656,4.2
14195,706,3.6
18102,376,2.6
33536,1087,5.0
30641,587,3.4
9336,202,3.3
4644,170,5.0
26273,523,3.5
12685,484,3.9
20288,185,4.6
14856,133,4.5
12565,224,3.9
18416,1162,3.4
9481,963,4.0
31277,763,4.1
19414,443,4.6
1680,769,5.0
28170,689,4.5
2073,503,3.7
30811,414,3.8
21804,1075,3.0
21759,532,4.9
5648,637,5.0
12411,893,4.8
5040,319,5.0
13070,114,2.7
20939,358,4.2
40513,167,3.9
19421,1088,4.2
26755,457,3.1
20372,766,4.8
25453,582,3.8
3745,205,2.1
163,208,3.0
8937,1171,4.4
12349,421,4.0
17668,768,3.9
35629,765,3.6
8971,818,4.0
6453,383,3.3
28874,857,5.0
35081,1153,3.7
39778,752,3.2
33125,43,4.3
27771,181,2.2
12665,1124,4.8
7512,532,4.0
4384,100,4.3
30127,1195,4.7
14444,1033,2.7
14462,307,3.8
11504,853,4.3
18038,1189,2.7
11572,775,4.2
4125,366,4.0
2827,128,3.1
40187,630,4.0
28179,391,4.3
2220,540,3.6
14817,5,3.6
19295,554,2.2
20955,112,5.0
10165,379,4.8
12923,739,5.0
10456,712,4.0
9292,32,3.7
36314,974,4.0
18716,526,4.2
20796,1132,4.7
16357,314,4.6
12606,533,3.7
14887,472,3.9
15791,335,3.6
8627,54,3.8
12061,1057,2.5
39043,1042,3.5
3020,736,3.7
22751,943,3.6
38340,573,3.7
1388,1053,5.0
33109,441,3.2
25567,442,3.9
30646,35,4.4
15842,280,3.7
7490,993,4.7
12031,223,4.3
27286,12,3.7
30645,1150,4.2
14386,181,3.3
20246,623,4.5
33393,154,4.2
20527,1022,4.2
16612,389,3.9
8952,355,4.0
18319,337,4.2
22500,604,5.0
7541,1090,4.4
1260,295,3.2
11457,179,3.3
42131,217,5.0
28163,152,3.8
15884,451,3.6
24563,115,3.4
10388,584,3.2
34964,1088,3.9
16977,230,5.0
24354,726,4.4
20666,892,4.5
20014,287,2.9
12316,304,4.3
2779,964,4.8
19277,917,4.0
4357,968,4.0
29832,888,4.7
36287,52,2.6
40523,1170,4.7
1124,191,5.0
25236,1119,3.1
43037,716,3.9
25379,131,3.8
26804,878,4.1
42064,85,4.5
3663,208,4.1
13669,1046,4.0
19454,324,4.3
23012,961,4.5
37337,742,4.9
11222,274,4.4
28760,673,3.6
33433,148,4.7
38968,34,4.6
41842,91,3.1
25053,237,3.0
27754,474,3.8
12764,1107,4.3
8288,884,4.3
7516,829,4.2
14966,341,5.0
37834,75,5.0
24743,128,3.9
19432,455,5.0
35156,621,5.0
6090,173,3.7
1685,1066,3.6
40057,1055,4.4
29388,365,4.6
39404,863,4.7
35047,674,3.1
37190,548,2.6
2603,634,4.1
38480,714,3.2
10942,298,3.9
42761,760,3.4
6925,446,4.0
32584,291,4.5
37524,1105,4.4
2397,641,5.0
8757,1136,4.2
3381,1087,4.1
26971,972,3.1
14758,382,3.9
20108,964,3.8
36858,383,2.9
22442,297,3.2
38155,208,4.2
7202,691,4.0
16926,354,4.6
40960,910,5.0
5602,765,4.4
24972,458,2.8
15076,797,3.7
18876,442,4.2
7562,604,2.5
9627,109,3.6
12599,1004,4.1
34678,1044,4.9
38855,934,5.0
19934,364,3.2
13986,303,4.9
30438,456,3.9
11764,700,3.7
7776,565,3.8
12929,688,5.0
5546,940,3.3
7478,260,4.4
11885,1107,4.3
39726,1181,4.6
23271,511,3.0
23630,1010,4.3
24610,731,3.0
36741,88,5.0
3398,418,4.4
5641,13,4.0
20127,427,3.7
20706,823,3.3
2020,292,4.1
5739,335,3.4
4312,547,5.0
3151,267,3.7
11130,495,4.4
14967,143,4.9
17011,37,3.3
24517,220,3.3
13054,647,4.2
37962,263,4.7
10527,181,3.6
2775,1138,4.3
3800,701,4.9
5573,922,3.7
19357,701,4.4
32527,249,3.5
23637,595,5.0
18900,24,5.0
29258,425,3.4
41842,868,3.6
7110,527,2.7
9538,349,4.4
13421,502,5.0
6027,1141,3.1
19301,382,3.8
13165,121,3.1
14010,890,3.6
33211,2,4.8
14221,177,3.8
14806,366,4.5
40882,242,2.9
37304,1009,4.2
42453,681,4.1
21018,404,4.6
40139,31,5.0
10074,1087,3.7
19901,122,4.4
25011,1022,4.0
39912,403,4.5
3748,607,4.3
29162,715,5.0
35914,766,3.1
5093,913,4.1
10830,930,3.8
10578,525,4.2
37606,1190,4.0
9138,184,4.9
7109,232,5.0
3848,874,4.3
22416,646,5.0
24588,205,3.6
23326,518,3.4
14354,392,3.5
20318,682,3.4
4116,614,3.3
40062,970,3.0
6769,192,4.0
37792,483,4.1
9185,110,3.7
13910,871,4.1
19676,1129,3.4
31578,161,2.9
1744,305,3.1
30059,897,5.0
1580,218,5.0
37447,573,3.1
34064,663,4.0
40308,339,4.5
7145,393,4.2
38121,1054,5.0
42657,982,4.6
146,263,3.8
34362,700,2.2
30209,954,4.6
8791,652,4.2
42890,356,5.0
26556,1168,4.4
27037,347,2.7
20970,379,3.7
14607,899,3.2
5205,301,5.0
2281,51,4.6
23417,484,3.9
20375,356,3.9
39670,1059,3.7
10447,41,3.6
18149,222,5.0
33692,1060,3.2
19952,832,2.7
11825,470,4.7
15623,1125,5.0
4391,94,3.0
27245,723,3.7
40779,815,4.3
34888,101,4.0
1402,99,5.0
12652,1057,4.4
33489,981,4.7
32373,416,3.7
24815,376,4.8
4487,580,4.5
18598,1168,4.4
7463,904,4.9
41266,1124,2.1
2021,64,4.4
16346,730,4.0
26897,726,4.9
324,120,4.9
41854,577,4.0
8531,634,3.4
34052,1186,3.0
26207,649,4.4
28359,745,3.0
16958,299,5.0
30357,745,4.4
17647,655,4.1
41659,741,4.8
6435,319,4.3
42822,163,3.0
28577,556,4.0
42885,929,5.0
22056,556,3.6
13718,831,3.7
2746,1041,4.1
33680,1145,2.1
24088,1143,5.0
40059,425,4.5
13884,484,4.8
6401,73,5.0
25351,42,5.0
12830,1000,3.2
21396,599,3.9
11164,1123,3.2
8867,754,2.9
31811,162,3.2
17674,556,3.5
21198,616,4.9
5098,579,3.3
25936,856,5.0
23715,259,4.3
28739,232,4.3
30896,131,4.7
3381,172,3.6
28700,832,4.2
22285,748,4.3
41897,672,3.0
24566,30,3.6
2564,78,5.0
33813,1140,4.1
30274,949,4.2
38277,778,2.6
23017,971,3.2
19157,419,4.7
19080,693,4.7
25262,722,5.0
30572,473,3.3
142,860,3.6
13501,1030,3.2
35316,353,3.4
31717,105,3.1
3064,142,3.6
29933,334,3.9
11893,181,4.6
24682,124,4.1
8451,964,3.4
18999,1004,4.0
11901,617,5.0
27180,1022,3.9
29374,958,3.4
18411,348,4.3
18379,707,3.3
16941,403,3.4
24119,518,5.0
6734,17,4.7
42614,247,3.0
1283,61,3.7
20617,289,4.0
20854,971,4.3
6564,965,4.5
28331,427,4.6
13923,557,4.3
18375,376,4.5
31552,725,4.5
22771,814,3.2
1510,300,3.4
36548,593,4.8
40629,369,3.5
13488,431,5.0
34168,9,3.7
9447,496,3.9
23888,364,4.1
28679,1102,3.4
41738,970,4.3
16783,773,4.8
21845,577,3.1
5359,574,4.1
43142,137,3.5
7318,390,4.6
29299,907,5.0
11275,55,2.5
9804,540,4.3
15198,470,4.7
9675,971,5.0
8641,816,5.0
42730,112,4.3
37865,289,4.6
32094,1036,5.0
4279,516,4.2
39988,282,2.9
11504,206,3.9
17145,915,5.0
14999,1007,4.3
39294,166,3.2
5731,467,4.4
27060,415,4.0
34695,937,4.3
19381,236,5.0
2016,313,4.6
23034,934,3.4
24859,191,3.8
5479,784,5.0
3211,75,3.6
6161,932,1.6
27819,554,2.3
447,336,4.3
14368,921,4.4
11146,64,4.3
41125,859,2.4
42373,973,4.4
4719,646,3.2
31951,213,1.7
32794,285,4.2
36609,226,4.8
8515,61,3.8
9886,86,3.5
9670,871,3.7
21117,862,3.1
1998,319,3.6
31524,56,3.8
3937,923,4.6
41269,1174,4.3
432,855,5.0
23115,1152,4.9
6959,965,4.9
35510,172,4.3
13566,45,4.3
4778,418,3.2
2800,841,4.5
26506,418,4.0
20927,859,4.0
5693,61,4.0
38459,937,3.8
1137,688,2.1
35053,223,3.1
9188,91,5.0
22745,64,5.0
17401,118,5.0
19087,1072,3.3
42417,406,4.4
16377,703,4.4
17756,934,3.7
17025,1067,3.5
4979,493,2.9
21535,510,3.3
11786,751,3.6
33445,504,4.4
32276,643,3.9
30423,332,4.0
19775,377,4.0
17614,824,4.2
28931,658,3.7
19115,515,4.7
18616,260,3.1
10643,271,4.0
1918,388,3.9
33819,95,2.7
26949,211,4.7
20485,1021,3.0
38260,607,3.7
33839,138,3.3
14283,647,3.9
40324,536,4.2
19981,77,4.0
2504,208,3.3
34915,1075,1.9
34912,838,5.0
24402,499,3.9
17371,35,3.3
3677,498,3.5
21612,707,4.7
22301,961,3.0
32641,775,3.6
7223,799,2.6
14980,1044,2.3
18278,1033,3.4
27539,1171,3.8
2140,512,4.7
33528,661,3.2
24891,387,5.0
25017,790,3.1
26815,808,3.5
35206,447,4.9
15336,1012,4.3
19992,1043,4.1
29154,951,5.0
42906,170,3.0
19887,1054,3.6
28298,1162,3.9
8816,456,3.0
39111,539,3.3
28109,159,3.4
26252,355,4.9
16714,697,4.5
2636,6,3.9
22118,925,3.8
12815,1005,3.6
14685,948,3.2
6366,826,3.2
29027,803,3.9
21581,940,3.9
35865,590,4.1
42436,646,3.6
29515,199,4.1
8743,139,3.2
20420,245,3.4
27929,435,3.3
18498,911,4.4
9845,202,3.5
35075,937,4.0
16670,641,2.9
807,7,4.7
30076,745,2.2
18481,1105,3.7
12084,1055,1.8
33065,793,2.5
19633,847,5.0
21597,562,2.7
36939,1107,4.4
13567,533,2.7
1289,630,3.2
4623,39,5.0
42108,580,3.9
37705,484,4.1
866,32,4.4
41227,769,3.9
39980,304,3.8
17160,656,5.0
20885,488,4.1
8065,1114,3.9
3309,714,4.1
23111,370,5.0
8494,725,4.2
28112,812,4.1
8705,289,4.5
17480,478,3.1
27818,18,4.1
38140,232,2.7
2180,713,4.5
13362,187,4.3
3778,1057,3.2
42979,783,3.2
18984,982,5.0
9558,1014,3.0
36311,273,4.6
2606,272,2.5
32937,750,4.1
24946,1196,2.2
25487,716,4.5
38515,1038,3.9
2182,52,4.2
11002,25,3.7
400,304,4.2
41902,40,3.9
13863,116,4.9
4056,184,3.6
10723,672,3.9
5431,986,4.0
40054,35,4.3
37139,1180,2.2
30015,918,4.8
11410,1169,3.8
34983,479,3.7
5426,604,4.5
34075,1012,4.0
39322,187,4.3
32781,994,4.3
8867,316,3.7
2214,875,5.0
32059,229,5.0
30294,81,4.2
11734,280,5.0
6639,394,3.9
18468,614,4.8
29167,399,4.6
25632,640,4.3
32053,874,5.0
3411,946,2.9
3438,440,3.7
18181,997,3.2
31297,502,3.9
40263,775,4.7
36083,1097,3.3
14349,503,2.9
11546,616,4.6
5133,584,2.8
30881,339,3.4
6867,117,3.3
18423,501,5.0
20249,73,4.0
21883,251,4.7
23189,991,4.5
27278,349,4.8
5994,856,5.0
36227,616,5.0
5671,557,2.7
19800,972,5.0
4388,1057,3.4
36105,583,3.1
26935,199,4.4
14728,1031,4.2
19281,538,4.0
1340,581,5.0
35808,1018,4.4
41103,1039,3.6
3134,581,4.1
18686,811,4.4
17740,776,3.9
18912,550,3.6
24533,1147,3.2
13925,638,5.0
28537,175,3.7
4297,830,3.6
34525,91,2.5
37068,367,3.2
42391,959,4.5
18438,130,3.0
31766,758,4.6
37028,443,3.2
7592,916,5.0
9409,481,5.0
36672,75,4.7
1072,320,3.0
4090,388,4.8
32108,568,4.7
1860,1190,4.1
36809,1030,2.9
29959,478,4.5
14793,57,4.9
27779,971,3.6
18877,649,5.0
1593,223,4.7
42656,827,4.3
41782,835,3.4
36195,1084,3.9
17047,308,3.2
32863,169,4.7
24281,738,3.6
34479,313,5.0
24401,1065,2.4
19714,935,2.9
16371,1100,3.8
4554,366,3.1
32004,688,5.0
1861,120,3.2
23555,225,2.9
41416,76,4.5
12146,308,3.3
15913,800,5.0
2408,193,4.0
19480,211,2.9
9017,922,5.0
40159,1167,3.9
36767,943,4.1
33492,243,3.0
10493,1134,4.2
33674,1141,5.0
23412,433,3.8
14759,22,3.2
12154,728,4.0
34576,1014,3.6
3039,667,5.0
21462,929,2.3
745,406,2.9
13933,925,5.0
18159,912,4.1
15392,1082,4.9
16151,1156,3.5
565,674,4.0
6999,373,4.0
22890,700,4.0
20009,1168,3.7
389,1144,3.6
23431,1155,3.2
20642,375,5.0
18197,673,3.7
26689,865,4.4
32750,175,4.7
32169,805,3.6
36516,1062,5.0
30977,331,4.8
